company_id;name;sector;sessions
C_enerzed;ENER ZED;Environment;06/2023
C_enissaystudio;Enissay Studio;Ad Tech and Creative Tech;01/2026
C_enovarobotics;Enova Robotics;"Advanced Manufacturing & Industry; Industrie Robotique";"03/2019; 05/2022"
C_epharmacy;E-pharmacy;Health care;07/2021
C_epigreenvision;EPI GreenVision;Environment;11/2022
C_epilert;Epilert;Non renseigné;09/2019
C_equibooster;EquiBooster;"Plateforme Sociale; Social Business";"05/2022; 12/2022"
C_ernest;Ernest;Non renseigné;04/2020
C_erpindusoft;Erp indusoft;Business Software and services;02/2024
C_erpoptic;ERPOptic;Fintech;02/2026
C_erpy;Erpy;Business Software and services;"01/2026; 08/2025"
C_erwini;ERWINI;Agritech;06/2022
C_escaperoomtunisia;Escape Room Tunisia;Creative industry;06/2021
C_escola;e-Scola;EdTech;01/2021
C_eside;Eside;Business Software and services;04/2024
C_estateboost;Estateboost;PropTech;05/2026
C_estepshealth;esteps Health;HealthTech;11/2024
C_esticharati;Esticharati;Business Software and services;01/2025
C_estimo;Estimo;Real Estate Tech;02/2026
C_estishara;Estishara;Business Software and services;06/2024
C_esyndic;e-syndic;Business Software and services;02/2026
C_etafakna;E-Tafakna;Legal Tech;06/2022
C_etakwin;Etakwin;E-commerce;08/2020
C_etanfidhsolutiondigitalepourhuissiers;etanfidh-solution digitale pour huissiers;Fintech;"06/2025; 12/2025"
C_ethicdata;Ethic Data;Ad Tech and Creative Tech;05/2023
C_etnafes;ETNAFES;Autre contenu créatif;"03/2021; 09/2020"
C_etudianetstudianat;Etudianet/Studianat;Ad Tech and Creative Tech;10/2025
C_euklydia;EUKLYDIA;AdTech;04/2026
C_euromaghrebbusinesscenter;EUROMAGHREB BUSINESS CENTER;Business Software & Services;10/2022
C_eurovetveterinaire;EuroVet Veterinaire;HealthTech;03/2024
C_evadam;EVADAM;Fintech;04/2021
C_evadamtechnology;Eva Dam Technology;Fintech;06/2021
C_eventizer;Eventizer;Logiciel;06/2020
C_eventizerplatforms;Eventizer Platforms;Logiciel;11/2020
C_everwed;Everwed;Commerce and shopping;01/2024
C_eveytechnologies;Evey Technologies;Non renseigné;08/2019
C_evidens;Evidens;Advanced Manufacturing & Industry;12/2021
C_evimo;EVIMO;Mobility;12/2025
C_evocraft;EVOCRAFT;Non renseigné;08/2019
C_evoenergize;EVO ENERGIZE;IoT;12/2020
C_evolutik;Evolutik;Non renseigné;05/2020
C_evoo;Evoo;Business Software & Services;01/2022
C_evopackbio;EVOPACK BIO;Advanced Manufacturing & Robotics;12/2023
C_ew;E W;E-commerce;10/2020
C_exacctly;Exacctly;Non renseigné;11/2019
C_examcraft;Exam-Craft;EdTech;04/2024
C_examido;Examido;"EdTech; Non renseigné";"01/2020; 07/2020"
C_expatease;ExpatEase;Consumer products and services;01/2024
C_expenditure;Expenditure;Fintech;07/2020
C_expensyapepinotech;Expensya (Pepino Tech);E-Commerce;04/2019
C_expensyatunisie;Expensya Tunisie;Fintech;01/2022
C_expertteamtunisie;Expert Team Tunisie;EdTech;02/2021
C_exploitconsult;EXPLOIT CONSULT;Agritech;10/2020
C_exploretunisia;Explore Tunisia;Non renseigné;04/2020
C_exposia;Exposia;EdTech;08/2025
C_expy;Expy;Business Software and services;07/2023
C_expyai;Expy.ai;Business Software and services;06/2023
C_eyalla;Éyalla;TravelTech;10/2023
C_eyefish;EyeFish;Agritech;03/2025
C_eyefishexypnotech;EyeFish/ExypnoTech;Agritech;04/2025
C_eyespysecurity;EYE-SPY SECURITY;Security;05/2023
C_eyodoo;eyodoo;Business Software and services;02/2024
C_eyproc;Eyproc;Business Software and services;01/2026
C_eytecfarm;EyTecFarm;Agritech;02/2023
C_ezpass;EZ-Pass;Mobility;03/2021
C_eztool;EZ-TOOL;Logiciel;01/2021
C_ezzayrasolutions;Ezzayra Solutions;AgriTech;03/2019
C_faang;FAANG;Business Software and services;07/2024
C_faavly;Faavly;Plateforme sociale;07/2019
C_fabricationdepapiermineral;fabrication de papier minéral;Envionment;05/2023
C_fabricationdesproduitselectroniques;Fabrication des produits électroniques;Consumer products and services;07/2023
C_fabriquerlesproduitselectroniques;Fabriquer les produits électroniques;Consumer products and services;12/2022
C_fabskill;FABSKILL;E-Commerce;06/2019
C_facstore;Facstore;EdTech;08/2021
C_factoorya;FACTOORYA;Non renseigné;03/2020
C_fairconnectmea;FairConnect MEA;Business Software and services;08/2024
C_falku;FALKU;Advanced Manufacturing & Robotics;05/2023
C_fallahai;Fallah.ai;Agritech;05/2025
C_faltacycling;Falta cycling;Mobility;11/2021
C_fantasticmall;Fantastic Mall;E-commerce;"10/2020; 11/2020"
C_farbitn;Farbi.tn;Advanced Manufacturing & Robotics;08/2025
C_farkito;Farkito;Marketplace;"11/2021; 12/2021"
C_farmtrust;Farm Trust;Non renseigné;09/2019
C_farmvie;Farmvie;Agritech;09/2020
C_farness;Farness;"Business Software and services; Productivity";"02/2025; 05/2026"
C_fastcharging;FastCharging;Mobility;12/2022
C_fasteas;Fasteas;Non renseigné;12/2019
C_fasthelp;Fast Help;HealthTech;"08/2025; 12/2025"
C_fastoch;Fastoch;Mobility;02/2026
C_fastochcarwash;Fastoch Car Wash;Consumer products and services;04/2024
C_fazatn;Faza.tn;Creative industry;10/2021
C_fbscompany;FBS COMPANY;E-commerce;06/2020
C_feedin;FeedIn;AgriTech;11/2022
C_feedingreen;Feed In Green;Agritech;12/2022
C_felbisai;Felbis.ai;Business Software and services;09/2023
C_felcloud;FelCloud;Telecom;02/2021
C_festime;Festime;Consumer products and services;01/2024
C_festinvetcare;Festin/Vetcare;Agritech;11/2021
C_fidelicia;Fidelicia;Marketing;10/2020
C_fidelium;FIDELIUM;Consumer products and services;08/2023
C_fidness;FIDNESS;"Business Software & Services; BusinessSoftware & Services; Creative industry";"02/2022; 03/2021; 12/2021"
C_fielmedina;FielMedina;TravelTech;"03/2026; 12/2025"
C_finaibot;FinAIBot;Fintech;07/2025
C_finansyaecosystem;Finansya Ecosystem;Business Software & Services;04/2022
C_finbudd;FINBUDD;EdTech;03/2022
C_finbuddcom;FinBudd.com;EdTech;01/2021
C_finconnectfinancial;FinConnect Financial...;Fintech;07/2022
C_finconnectfinancialsolutions;Finconnect Financial Solutions;FinTech;08/2022
C_fininfosolutions;FININFO SOLUTIONS;Fintech;07/2023
C_finispia;Finispia;"Logiciel; Non renseigné";"03/2020; 07/2020"
C_fintechtunisia;Fintech Tunisia;Fintech;03/2021
C_finwedgemea;FINWEDGE MEA;Fintech;05/2022
C_firmasolutions;Firma Solutions;AgriTech;11/2022
C_firnasengineering;Firnas Engineering;IoT;06/2020
C_firstmasterclass;First Master Class;EdTech;10/2022
C_fiscalsuite;Fiscal Suite;Business Software and services;01/2025
C_fisco;Fisco;Fintech;02/2021
C_fissa3urbancartagosarl;FISSA3/URBAN CARTAGO SARL;Mobility;12/2025
C_fithniti;FI THNITI;Non renseigné;04/2020
C_fitogramme;FitoGramme;HealthTech;04/2026
C_fitories;Fitories;HealthTech;03/2026
C_fivedelivery;FIVE DELIVERY;FoodTech & New Food;09/2021
C_fivepoints;Fivepoints;Non renseigné;10/2019
C_fixihatn;fixiha.tn;Non renseigné;09/2019
C_flashbac;Flashbac;EdTech;"03/2026; 09/2025"
C_flavormedfish;Flavor Med Fish;Environment;02/2024
C_flayes;Flayes;Consumer products and services;07/2024
C_flexeepay;Flexee Pay;Fintech;"07/2025; 11/2025"
C_flexiolar;flexiolar;"Environement & Energy; Environment";"04/2021; 11/2021"
C_flexipik;Flexipik;"Communication services; Creative industry";"03/2021; 11/2022"
C_flexyfleet;FlexyFleet;Mobility;01/2024
C_flexystores;Flexy stores;Commerce and shopping;08/2024
C_floraisonnaturalbeauty;floraison natural beauty;E-commerce;07/2020
C_flouse;Flouse;Fintech;04/2022
C_flow;Flow;Fintech;12/2020
C_flowsmaster;FlowsMaster;Non renseigné;04/2020
C_fluffyfood;Fluffy Food;FoodTech & New Food;01/2022
C_fluoinknanotechnologies;Fluoink Nanotechnologies;Advanced Manufacturing & Industry;"05/2022; 10/2022"
C_flyss;Flyss;Fintech;09/2022
C_foknje7ik;Fok Nje7ik;EdTech;07/2025
C_fonderz;Fonderz;Non renseigné;11/2019
C_food4future;Food4Future;Non renseigné;04/2020
C_foodealz;Foodealz;Non renseigné;"10/2019; 12/2019"
C_foodieri;Foodieri;FoodTech & New Food;"03/2026; 07/2025"
C_foodlabbelarabi;Food lab belarabi;FoodTech & New Food;08/2021
C_foodoonutrition;Foodoo Nutrition;FoodTech & New Food;11/2022
C_foodootn;Foodoo.tn;FoodTech & New Food;02/2022
C_foodsafety;Food Safety;Business Software and services;12/2023
C_foootly;Foootly;Wellness;03/2024
C_foorsa;Foorsa;Services de communication;03/2021
C_footlinktn;Footlink.tn;HealthTech;10/2025
C_forcedeventedigital;FORCE DE VENTE DIGITAL;Business Software and services;11/2023
C_forevermoparavoisin;Forevermo (Paravoisin);Health Tech;04/2019
C_formaclick;FormaClick;Non renseigné;02/2020
C_forsaty;forsaty;Marketplace / e-commerce;05/2021
C_fouashop;Foua Shop;E-Commerce;03/2019
C_fouita;Fouita;Non renseigné;05/2020
C_foundpad;FoundPad;Non renseigné;08/2019
C_foutatunisia;Fouta Tunisia;"E-Commerce; Marketplace";"01/2022; 05/2019"
C_fouteta;Fouteta;Marketplace / e-commerce;06/2026
C_franchiselab;FranchiseLab;"Business Software; Business Software & Services";"10/2022; 11/2021"
C_freelancestn;Freelances.tn;Business Software and services;06/2024
C_freelancy;Freelancy;Marketplace / e-commerce;03/2021
C_freeman;Freeman;Social Business;08/2021
C_freeoui;freeoui;"Non renseigné; Services de communication";"02/2020; 04/2021"
C_freshk;Freshk;Agritech;"02/2026; 05/2026"
C_fripejitn;Fripeji.tn;Marketplace / e-commerce;03/2021
C_ftm;FTM;Ad Tech and Creative Tech;11/2022
C_ftouhpharmaceuticals;FTOUH pharmaceuticals;FoodTech & New Food;12/2025
C_fuglab;FUGLAB;Advanced Manufacturing & Industry;05/2021
C_fulfillmentbridge;fulfillmentbridge;Business Software & Services;01/2023
C_fullhealth;Full Health;Développement personnel;08/2020
C_funi;Funڨi;FoodTech & New Food;11/2021
C_futuraenergytn;Futura energy Tn;Energie;02/2021
C_futureisnow;Future is Now;Business Software and services;12/2025
C_fuzbus;FUZBUS;Non renseigné;01/2020
C_fymi;FYMI;Non renseigné;04/2020
C_gaj;G.A.J;GreenTech;05/2021
C_galactech;Galactech;Telcom;04/2019
C_galilei;Galilei;Ad Tech and Creative Tech;07/2024
C_galylio;GALYLIO;Business Software and services;02/2026
C_gamapps;GAMAPPS;Environment;11/2023
C_gamefyacademy;Gamefy Academy;EdTech;04/2025
C_garanty;GARANTY;"Insurance Tech; InsuranceTech";"02/2021; 11/2021"
C_gark;GARK;"Health care; Healthcare & Wellness; Non renseigné";"05/2020; 09/2021; 11/2021"
C_gaspych;GASPYCH;Non renseigné;05/2020
C_gateindustrielle;GATE INDUSTRIELLE;Non renseigné;03/2020
C_gdtc;GDTC;EdTech;06/2021
C_gelivro;Gelivro;E-commerce;02/2021
C_generalcomputingsolutionscompany;General Computing Solutions Company;Business Software;04/2021
C_generationdelhydrogenevertetsonapplicationauxstock;Génération de l'hydrogène vert et son application aux stockage et conversion d'énergie;"Environment & Energy; Environment/Energie";"06/2022; 12/2021"
C_geni;GENI;Agritech;08/2020
C_gensiscode;GensisCode;EdTech;01/2026
C_geosolutionstechnologie;Géo Solutions Technologie;Mobility;01/2022
C_geronet;GERONET;Business Software and services;07/2024
C_gestionenvironnementale;Gestion Environnementale;Creative industry;04/2021
C_getbigfast;GET BIG FAST;Business Software and services;04/2023
C_getpay;GETPAY;Non renseigné;09/2019
C_getup;Get UP;Mobility;07/2022
C_ghazelatechnology;Ghazela Technology;Business Software;06/2021
C_ghazelatechnologyacademy;Ghazela Technology Academy;Non renseigné;04/2020
C_ghramnadigitaldrina;Ghramna / Digital Drina;Communication services;07/2023
C_gifted;Gifted;Commerce and shopping;09/2024
C_gifty;Gifty;Commerce & Shopping;08/2023
C_giftytn;gifty.tn;Commerce and shopping;06/2022
C_gigsdesk;Gigsdesk;Business Software and services;05/2023
C_giytn;Giy.tn;Commerce and shopping;02/2023
C_glamour;Glamour;Wellness;01/2025
C_glamourbyriyem;Glamour By Riyem;Health Tech;07/2019
C_globalworldtransformer;Global World Transformer;Non renseigné;05/2020
C_glolixtunisia;GLOLIX TUNISIA;Non renseigné;01/2020
C_gloristory;Gloristory;Ad Tech and Creative Tech;03/2023
C_gmtinternational;GMT International;Communication services;08/2023
C_goatech;GOATech;Business Software and services;10/2023
C_gofield;Go Field;Non renseigné;09/2019
C_gofields;GoFields;Non renseigné;09/2019
C_gofieldssportfields;Gofields (Sportfields);Non renseigné;02/2020
C_goldenhour;Golden Hour;Ad Tech and Creative Tech;07/2022
C_goldqueen;Gold Queen;Creative industry;07/2021
C_golycgroup;Golyc Group;Business Software;03/2021
C_gomybiz;Go My Biz;Non renseigné;03/2020
C_gomycode;GoMyCode;EdTech;04/2019
C_goodbye;goodbye;Communication services;04/2023
C_goodif;Goodif;Fintech;07/2021
C_goodpartnerscluster;Good Partners Cluster;Social Business;06/2024
C_goonlineafrica;Go Online Africa;Non renseigné;03/2020
C_gopayzi;GoPayzi;Fintech;01/2022
C_gorifit;Gori'fit;Wellness;"04/2024; 10/2023"
C_gorilla;Gorilla;Ad Tech and Creative Tech;12/2023
C_gostaff;Go Staff;Health Tech;12/2020
C_goswitch;Go switch;TravelTech;04/2021
C_goswitchhome;Go Switch Home;TravelTech;"08/2022; 12/2023"
C_gotei;Gotei;"Ad Tech and Creative Tech; d Ad Tech and Creative Tech";"09/2025; 11/2025"
C_gotogreen;GoToGreen;Environment;01/2026
C_gotomatch;GO TO MATCH;Gaming;06/2021
C_gotrial;GOtrial;Consumer Products & Services;04/2022
C_goupstandup;GO UP STAND UP;Non renseigné;11/2019
C_goupstandupgoupsup;Go Up Stand Up (Goupsup);Mobile;05/2019
C_gp9;GP9;Media;06/2026
C_gpsinfos;GPS-Infos;Non renseigné;12/2019
C_grabingo;Grabingo;Non renseigné;12/2019
C_grainesacademy;Graines Academy;EdTech;04/2024
C_greencard;Green Card;Business Software and services;05/2023
C_greendreamworld;GreenDream.world;Communication services;07/2025
C_greendyzer;Greendyzer;IoT;07/2019
C_greenedge;GreenEdge;Creative industry;12/2021
C_greenfoodstraiteurvegan;Green foods traiteur vegan;Consumer products and services;03/2023
C_greentravelsolutionszmorda;Green Travel Solutions ( Zmorda );E-commerce;02/2021
C_greenwall;Green wall;Agritech;03/2024
C_greenysoliutions;Greeny Soliutions;Agritech;06/2024
C_grenovagammeecoresponsabledeproduitsprimairesabase;Grenova– Gamme Écoresponsable de Produits Primaires à Base de Grenade;Environment;12/2025
C_grostn;Gros.tn;Commerce and shopping;06/2022
C_groundtransportationbusinessmanagementsuite;Ground Transportation Business Management Suite;Mobility;10/2021
C_groupado;Groupado;Plateforme Sociale;11/2020
C_growapp;GrowApp;Non renseigné;05/2020
C_growityourself;GROW IT YOURSELF;Agritech;05/2021
C_growthstarterplateformedemarketingdigitaletseo;Growth Starter : Plateforme de marketing digital et SEO;Business Software and services;09/2023
C_grunskincare;Grün Skincare;Wellness;"02/2023; 08/2023"
C_gst;GST;Logistique;08/2020
C_guaranteepaylasweq;GuaranteePay – Lasweq;Fintech;11/2025
C_guepard;Guepard;Business Software and services;06/2024
C_guestnhouse;GuestnHouse;E-commerce;07/2020
C_guiss;GUISS;Business Software;07/2021
C_guyagang;Guya Gang;Environment;10/2021
C_gymswitch;GymSwitch;Wellness;06/2023
C_h2s;H2S;Health tech & wellbeing;01/2022
C_habitiz;Habitiz;Real Estate Tech;08/2025
C_hacharanovelfood;HACHARA Novel Food;FoodTech & New Food;07/2021
C_hackup;HackUp;HR;09/2020
C_hadooc;Hadooc;Business Software and services;08/2022
C_haierhr;Haier HR;Business Software and services;12/2024
C_hakeemapourlasante;HAKEEMA Pour la Santé;HealthTech;07/2021
C_hakimtechnologies;HAKIM TECHNOLOGIES;Energie;08/2020
C_hallitn;halli.tn;Commerce and shopping;04/2023
C_halonursery;Halonursery;Agritech;"03/2022; 11/2021"
C_hamo;Hamo;Business Software and services;02/2026
C_handcrafts;Hand & Crafts;Non renseigné;05/2020
C_handiartisan;HandiArtisan;Social Business;05/2025
C_handisuccessinternational;HANDISUCCESS INTERNATIONAL;Social Business;06/2024
C_handmadetunisia;Handmade Tunisia;E-commerce;02/2021
C_hannibalvr;Hannibal VR;EdTech;09/2024
C_hanoutify;Hanoutify;E-commerce;11/2020
C_hanoutik;Hanoutik;Business Software and services;"08/2025; 09/2025"
C_hapivot;Hapivot;Business Software and services;"04/2024; 09/2024"
C_haroon;HAROON;Social Business;"04/2025; 11/2024"
C_hartgaming;HART Gaming;EdTech;01/2024
C_hashti;HASHTI;Commerce and shopping;01/2025
C_hatinformationsecuritycorporate;HAT Information Security Corporate;Security;09/2023
C_haven;Haven;Business Software and services;10/2023
C_hawkar;Hawkar;Mobility;"01/2023; 05/2022"
C_hayattech;Hayat Tech;"Health care; Health tech & wellbeing";"01/2022; 08/2021"
C_hayvanworld;Hayvan World;HealthTech & wellbeing;05/2022
C_hbibtymarket;Hbibty Market;FoodTech & New Food;01/2023
C_healio;HEALIO;HealthTech;10/2024
C_healiotechnology;Healio Technology;HealthTech;06/2025
C_healthcareanywhere;Healthcare Anywhere;Health Tech;04/2019
C_healthyandbninfood;Healthy And Bnin Food;E-commerce;02/2021
C_healthybnin;Healthy & Bnin;E-commerce;09/2020
C_healthygo;HealthyGO;"Commerce and shopping; FoodTech & New Food";"04/2023; 09/2022"
C_healup;HealUp;Non renseigné;08/2019
C_hecoferme;H eco ferme;Environment;04/2023
C_heia;HEIA;Consumer products and services;11/2024
C_hellodati;Hello Dati;"Autre contenu créatif; TravelTech";"02/2021; 11/2021; 12/2021"
C_helpygo;HelpyGo;Consumer products and services;05/2023
C_hemilecoplast;Hemileco-Plast;Environment;10/2021
C_hemisphere;Hémisphère;EdTech;"01/2022; 05/2021"
C_heniouni;Heni OUNI;Mobility;03/2021
C_heptatronics;Heptatronics;Non renseigné;02/2020
C_herbeos;Herbéos;Agritech;08/2021
C_heroi;HEROI;Ad Tech and Creative Tech;08/2022
C_herundo;HERUNDO;E-Commerce;06/2019
C_hexa5solutions;HEXA5 SOLUTIONS;Security;02/2026
C_heznimaak;Hezni Maak;Plateforme sociale;06/2019
C_hiinterns;Hi Interns;Business Software and services;01/2024
C_himycoachcom;HiMyCoach.com;Plateforme Sociale;01/2021
C_hippocrates;HIPPOCRATES;Health Care & Wellbeing;04/2021
C_hippomedai;HIPPOMED AI;Healthtech;10/2023
C_hippomedentreprisesa;Hippomed Entreprise SA;HealthTech;12/2023
C_hiredup;HiredUp;EdTech;07/2025
C_historiar;HISTORIAR;Non renseigné;10/2019
C_historio;Historio;Non renseigné;08/2019
C_historyconnexion;HistoryConneXion;"HealthTec h; HealthTech";"04/2026; 10/2025"
C_hive;HIVE;"Ad Tech and Creative Tech; Business Software and services";"03/2023; 05/2024"
C_hkeyawebra;Hkeya w Ebra;Creative industry;07/2021
C_hkeyetna;Hkeyetna;Ad Tech and Creative Tech;05/2025
C_holisticbabe;Holistic babe;Consumer products and services;10/2024
C_homedecorar;Home Décor AR;"Consumer products and services; Marketplace / e-commerce";"05/2021; 09/2022"
C_homejek;HOMEJEK;E-commerce;"08/2020; 11/2020"
C_homesaroma;Home's Aroma;E-commerce;07/2020
C_homeschooltunisia;Home School Tunisia;EdTech;07/2020
C_hooloos;HOOLOOS;Non renseigné;09/2019
C_hopehorizon;HOPE HORIZON;AI;02/2021
C_hopevisionai;HopeVisionAI;HealthTech;01/2026
C_horizopenergy;HORIZOP ENERGY;Mobility;05/2025
C_hormiga;hormiga;Ad Tech and Creative Tech;06/2022
C_hotelgeniusapp;Hotelgenius.app;TravelTech;04/2026
C_houkouktech;HOUKOUK.TECH;Fintech;01/2025
C_houny;Houny;Websites and mobile apps;04/2026
C_hrmaps;HRMAPS;Business Software and services;07/2024
C_hsgaming;HS Gaming;Non renseigné;11/2019
C_hsware;HS WARE;Advanced Manufacturing & Robotics;07/2023
C_hubs;Hubs;Wellness;05/2021
C_hubstravel;HUBS TRAVEL;TravelTech;"06/2022; 09/2022"
C_hulpai;HulpAI;Business Software and services;07/2023
C_humansys;Humansys;Non renseigné;10/2019
C_hydropentechnologie;HYDROPEN TECHNOLOGIE;Agritech;06/2021
C_hygiesys;HygieSys;Environment;08/2023
C_hygiesyssolutionsforbettertomorrow;HygieSys Solutions for better tomorrow;Environment;09/2023
C_ia4med;Ia4Med;HealthTech;10/2022
C_iasotwin;IASOTWIN;HealthTech;01/2023
C_ibanfirsttn;IBANFIRST TN;Fintech;07/2021
C_ibdaaacademy;IBDAA ACADEMY;EdTech;12/2024
C_ibistechnologies;IBIS Technologies;Agrtech;12/2020
C_ibspace;IB Space;Autre contenu créatif;02/2021
C_ibtikar;ibtikar;Autre contenu créatif;10/2020
C_icanc;iCan-C;IoT;"02/2021; 09/2020"
C_icecubex;Icecubex;FoodTech & New Food;12/2023
C_ichfini;ICHFINI;HealthTech;08/2025
C_ichrilitn;ichrili.tn;Commerce and shopping;05/2025
C_ichtajerba;ﺔﺑرﺟﺗﻟا شﯾﻋ / Ich Tajerba;EdTech;10/2022
C_icompass;iCompass;Non renseigné;08/2019
C_idaratn;Idara Tn;Non renseigné;09/2019
C_idaratytn;Idaraty.tn;Plateforme Sociale;09/2020
C_idealconception;IDEAL CONCEPTION;Non renseigné;08/2019
C_idgroupingconnect;ID grouping&connect;HealthTech;"03/2023; 11/2022"
C_idiris;IDIRIS;Mobility;06/2024
C_idosdigital;IDOS DIGITAL;Business Software and services;09/2023
C_idwey;IDWEY;Non renseigné;"02/2020; 10/2019"
C_ifbw;IFBW;Other;06/2026
C_ifortic;Ifortic;Non renseigné;11/2019
C_igider;IGIDER;CyberSecurity;06/2022
C_igreen;IGREEN;Environment;11/2021
C_ihpapritech;IH PAPRITECH;Creative industry;06/2021
C_ihscenforstartups;IHSCEN for Startups;Business Software and services;07/2023
C_ijandhayfek;ija ndhayfek;Social Business;04/2021
C_ijasolution;IJA SOLUTION;Non renseigné;01/2020
C_ijasolutions;IJA-SOLUTIONS;Plateforme Sociale;06/2020
C_ijeni;Ijeni;Marketplace;10/2021
C_ilboursacom;ilboursa.com;IT;04/2019
C_ileycom;ILEY'COM-مﻛﯾﻟإ;Social Business;03/2021
C_imaginarioai;Imaginario Ai;Ad Tech and Creative Tech;02/2025
C_immersion3d;immersion3D;Ad Tech and Creative Tech;05/2023
C_immotech;iMMOTECH;Logiciel;"01/2021; 06/2020"
C_immunokaarimmucardergammedephytomedicamentsspecifi;IMMUNO KAAR : (IMMU CAR- DER ) : Gamme de Phyto médicaments spécifiques pour: immunité, cardiologie carcinologie, cicatrisation et dermopharmacie .;HealthTech;01/2026
C_imouzika;i-mouzika;Creative industry;10/2021
C_imova;Imova;Real Estate Tech;03/2023
C_impactnutrition;IMPACT NUTRITION;FoodTech & New Food;03/2021
C_imperiaai;Imperia AI;Websites and mobile apps;06/2026
C_impression3detfabricationdesimprimantes3d;Impression 3D et fabrication des imprimantes 3D;Creative industry;05/2021
C_improbrain;ImproBrain;HealthTech;03/2023
C_improve;Improve;Business Software and services;12/2024
C_improvesoftwaretnaidiagnosisvision;Improve Software TN ai diagnosis vision;Agritech;08/2020
C_imttradrly;imt/tradrly;Ad Tech and Creative Tech;10/2024
C_in2technologies;In2-Technologies;"Business Software and services; Selim Hadj Khalifa Ilyes Tlili";"10/2024; 11/2024"
C_inaya;Inaya;Health care;06/2021
C_inbox;InBox;Logistics;04/2021
C_incyia;Incyia;Security;"02/2025; 06/2025"
C_indigobusinesssolutions;Indigo Business Solutions;Logiciel;05/2019
C_industrie40troclub;Industrie 4.0 TroClub;Social Business;02/2025
C_industryx0;Industry X.0;Logiciel;05/2019
C_inertia;INERTIA;E-commerce;06/2020
C_infinite;INFINITE;Mobility;05/2023
C_infinitecommunities;Infinite communities;Business Software and services;07/2024
C_informationanticipative;Information anticipative;Non renseigné;04/2020
C_ingeniouslabs;Ingenious labs;Business Software and services;06/2022
C_inkylabtechnologies;Inkylab Technologies;Business Software and services;06/2024
C_inlumya;Inlumya;EdTech;02/2026
C_innodeep;InnoDeep;HealthTech;01/2024
C_innofab;INNOFAB;Non renseigné;"02/2020; 11/2019"
C_innorov;INNOROV;Advanced Manufacturing & Industry;"04/2022; 10/2022"
C_innosys;INNOSYS;Business Software and services;02/2025
C_innoteamsolutions;Innoteam Solutions;EdTech;10/2025
C_innovair;InnovAir;HealthTech;09/2024
C_innovalgue;INNOV'ALGUE;Health care;10/2021
C_innovantscreenflex;Innovant Screen Flex;Services de communication;12/2021
C_innovationproductionservices;Innovation production Services;Advanced Manufacturing & Industry;03/2023
C_innovedition;Innov'Edition;Non renseigné;05/2020
C_innovega;Innovega;Agritech;08/2022
C_innovia360;innovia360;Business Software and services;"02/2026; 10/2025"
C_innowaysolutions;Innoway Solutions;Business Software and services;03/2024
C_inotekengineering;Inotek engineering;IoT;04/2019
C_inovawireless;INOVA WIRELESS;Mobility;05/2021
C_inoventis;INOVENTIS;Smart city;05/2026
C_insight;Insight+;E-Commerce;06/2019
C_inspark;Inspark;EdTech;09/2023
C_inspiretech;InspireTech;Advanced Manufacturing & Industry;11/2021
C_instadeep;InstaDeep;AI;"04/2022; 05/2019"
C_instalink;InstaLink;Advanced Manufacturing & Robotics;03/2023
C_instar;Inst ar;Ad Tech and Creative Tech;04/2025
C_instaware;INSTAWARE;Advanced Manufacturing & Industry;"04/2022; 08/2022"
C_instead;instead;Fintech;12/2020
C_insurise;Insurise;Non renseigné;04/2020
C_insurlink;InsurLink;Fintech;12/2025
C_intake;Intake;HealthTech;11/2023
C_intakeai;IntakeAi;HealthTech;02/2025
C_integratedanalysisanddecisionsolution;Integrated Analysis and Decision Solution;Ad Tech and Creative Tech;02/2026
C_integratedroboticsintelligentsystemsiris;Integrated Robotics & Intelligent Systems (IRIS);Maps;06/2026
C_intermissavenom;INTERMISSA VENOM;Wellness;07/2022
C_internationalcoachstartupestoresfactory;INTERNATIONAL COACH START-UP eStores Factory;IoT;10/2020
C_internationalhighwa;International Highwa...;EdTech;07/2022
C_intheairlabs;Intheair Labs;Business Software and services;02/2026
C_intigrow;Intigrow;Non renseigné;10/2019
C_inveep;Inveep;Business Software and services;03/2025
C_inventedtechnology;invented technology;Creative industry;05/2021
C_investhuneplus;Investhune plus;Fintech;"05/2021; 09/2021"
C_investirutile;Investir UTILE;Real Estate Tech;06/2025
C_investy;investy;Communication services;09/2023
C_iotblocks;IotBlocks;IoT;07/2020
C_iotbridges;IOT Bridges;Business Software and services;12/2023
C_iotbyte;IoTbyte;Consumer products and services;05/2024
C_iotmedicaltechnology;IOT Medical Technology;Non renseigné;05/2020
C_iowaves;Iowaves;Non renseigné;12/2019
C_ipolystudio;IPOLY STUDIO;Creative industry;01/2022
C_ipomm;I POMM;Non renseigné;03/2020
C_ippo;IPPO;Advanced Manufacturing & Robotics;08/2023
C_irbe7;Irbe7;EdTech;05/2022
C_ireveal;ireveal;Communication services;07/2022
C_iridiumx;Iridium X;Wellness;11/2025
C_iristechnologies;Iris technologies;E-Commerce;06/2019
C_ironhoster;Ironhoster;E-Commerce;04/2019
C_irriapp;IrriApp;Agritech;06/2022
C_irwise;IrWise;Agritech;04/2023
C_isondf;isondF;Plateforme Social;04/2021
C_isonehr;IsOne Hr;Business Software and services;"02/2025; 12/2024"
C_isporit;iSporit;Non renseigné;05/2020
C_istidama;Istidama;Environement;07/2021
C_istishara;istishara;Services de communication;08/2021
