company_id;company_name;sector;session
C1187;DORRY BIO;Marketplace;11/2021
C1188;S S S INNOVATION;Marketplace;11/2021
C1189;Luceor Labs;Services de communication;11/2021
C1190;Proway CONNECT;Services de communication;11/2021
C1191;Business Computer Services;Business Software & Services;12/2021
C1192;Koofin.co;Marketplace;12/2021
C1193;LoxBox Services;Mobility;12/2021
C1194;ALGAEPOOL;Agritech;12/2021
C1195;TUNISIE ENCHERE;Marketplace;12/2021
C1196;Koors;EdTech;12/2021
C1197;Shotime;Marketplace;12/2021
C1198;allcarta;EdTech;12/2021
C1199;Care-Up;Health care;12/2021
C1200;lexi;Business Software & Services;12/2021
C1201;On hand Apps;Business Software & Services;12/2021
C1202;ZID.tn;Marketplace;12/2021
C1203;mramma.tn;Proptech;12/2021
C1204;Data For Brands;Business Software & Services;12/2021
C1205;Karni;Fintech;12/2021
C1206;arsek dripbox;Agritech;12/2021
C1207;Génération de l'hydrogène vert et son application aux stockage et conversion d'énergie;Environment & Energy;12/2021
C1208;Skanit;Marketplace;12/2021
C1209;Secret Sucré Kids;Creative industry;12/2021
C1210;Revampr;AI;12/2021
C1211;E-Fair;Services de communication;12/2021
C1212;LeTakeAway;FoodTech & New Food;12/2021
C1213;Arkan;Marketplace;12/2021
C1214;AIFOG;Services de communication;12/2021
C1215;Evidens;Advanced Manufacturing & Industry;12/2021
C1216;Baddal;Social Business;12/2021
C1217;Smart cube store;Advanced Manufacturing & Industry;12/2021
C1218;GreenEdge;Creative industry;12/2021
C1219;Polygone-learning;Health care;12/2021
C1220;Pixii motors;Mobility;12/2021
C1221;julapi;Marketplace;12/2021
C1222;Innovant Screen Flex;Services de communication;12/2021
C1223;Dlilek Network;Marketplace;12/2021
C1224;KIDZOOLINK;EdTech;12/2021
C1225;DEV and DATAOPS;Services de communication;12/2021
C1226;STE NIWEES TUNISIA;Marketplace;12/2021
C1227;"Embedded Solutions and Adcanced Technology ""E.S.A.T""";Advanced Manufacturing & Industry;12/2021
C1228;We Code;EdTech;12/2021
C1229;RAIS / SMART QUALITY GATE;Business Software & Services;01/2022
C1230;Kinko;Mobility;01/2022
C1231;Lavocato;Business Software & Services;01/2022
C1232;ArtForNess;Marketplace;01/2022
C1233;GoPayzi;Fintech;01/2022
C1234;Above Creation;Business Software & Services;01/2022
C1235;Tomobile Store;Mobility;01/2022
C1236;Ostool;Mobility;01/2022
C1237;Karriery;EdTech;01/2022
C1238;PolyPath HealthTech Company;Health tech & wellbeing;01/2022
C1239;Iysaal;Business Software & Services;01/2022
C1240;Survey Fibre & Civil;Services de communication;01/2022
C1241;Tryppy;Creative industry;01/2022
C1242;maginater;Creative industry;01/2022
C1243;ZNet-IT;Health tech & wellbeing;01/2022
C1244;Sté Carcoliva;Agritech;01/2022
C1245;Birdhouce;Creative industry;01/2022
C1246;H2S;Health tech & wellbeing;01/2022
C1247;Pharmadis;Health tech & wellbeing;01/2022
C1248;Rewav;Creative industry;01/2022
C1249;IPOLY STUDIO;Creative industry;01/2022
C1250;LOCA BNB;TravelTech;01/2022
C1251;Dawyny;Health tech & wellbeing;01/2022
C1252;AgroGrowth;Agritech;01/2022
C1253;Fluffy Food;FoodTech & New Food;01/2022
C1254;Skillias;EdTech;01/2022
C1255;DJubatusR;Business Software & Services;01/2022
C1256;Evoo;Business Software & Services;01/2022
C1257;Agazone;Agritech;01/2022
C1258;ActivXtract;Agritech;01/2022
C1259;CORADASH;Health tech & wellbeing;01/2022
C1260;Shyk Voyage;Marketplace;01/2022
C1261;STE DINEOMED SOLUTIONS;Health tech & wellbeing;01/2022
C1262;AI REC;Fintech;01/2022
C1263;Pivlo Technologies;Business Software & Services;01/2022
C1264;SOCIETE CREATOR HUNTER;Creative industry;01/2022
C1265;Géo Solutions Technologie;Mobility;01/2022
C1266;Expensya Tunisie;Fintech;01/2022
C1267;Nqollek Haja;Social Business;02/2022
C1268;Trivaw;TravelTech;02/2022
C1269;Kumulus;Environment/Energie;02/2022
C1270;Kiddo;EdTech;02/2022
C1271;Qr Menu;FoodTech & New Food;02/2022
C1272;Foodoo.tn;FoodTech & New Food;02/2022
C1273;Clic to know;EdTech;02/2022
C1274;NEFEL EDUCATION;EdTech;02/2022
C1275;VIRIBUS CENTER;Services de communication;02/2022
C1276;SAFE STUDENT;Proptech;02/2022
C1277;Tunifund;Mobility;02/2022
C1278;Stile.ai;Creative industry;02/2022
C1279;Digix;Social Business;02/2022
C1280;STE COACHINI;Services de communication;02/2022
C1281;SECRET SUCRE KIDS;Creative industry;02/2022
C1282;WEDTECT;Agritech;02/2022
C1283;DeepVolt;Mobility;03/2022
C1284;FINBUDD;EdTech;03/2022
C1285;smic;Health tech & wellbeing;03/2022
C1286;LOGIMES;BusinessSoftware & Services;03/2022
C1287;Water4all;Environment/Energie;03/2022
C1288;CRAWN;Health tech & wellbeing;03/2022
C1289;SMARTOOLS;Fintech;03/2022
C1290;ecn.tn;EdTech;03/2022
C1291;StyleLinker;Social Business;03/2022
C1292;Atlas Security Tunisia;BusinessSoftware & Services;03/2022
C1293;Pineapple Studio & Shop;Consumer Products & Services;03/2022
C1294;Start Line Skills;Creative industry;03/2022
C1295;Chatbot.tn;Consumer Products & Services;03/2022
C1296;Relead;Creative industry;03/2022
C1297;TUILABS;Legal Tech;03/2022
C1298;Marinus;Advanced Manufacturing & Industry;03/2022
C1299;Tunisie Bartering;Plateforme Sociale;03/2022
C1300;Trigo;Environment/Energie;03/2022
C1301;كرﺎﺟ / Jarek;FoodTech & New Food;03/2022
C1302;Meetart;Creative industry;03/2022
C1303;Digital Fiber Solutions;Services de communication;03/2022
C1304;Terminal22;Advanced Manufacturing & Industry;03/2022
C1305;Proxifleet;Business Software & Services;03/2022
C1306;CAIRUS BUSINESS GROUP;Fintech;03/2022
C1307;SKANIT DIGITAL SOLUTIONS;FoodTech & New Food;03/2022
C1308;Rythminno;EdTech;03/2022
C1309;bqube;Business Software & Services;04/2022
C1310;SPOFUN;Wellness;04/2022
C1311;WAY CARE;Consumer Products & Services;04/2022
C1312;Finansya Ecosystem;Business Software & Services;04/2022
C1313;VAL BIO DECHETS COMPOSITE;Environment/Energie;04/2022
C1314;INSTAWARE;Advanced Manufacturing & Industry;04/2022
C1315;Digihunt;Business Software & Services;04/2022
C1316;Digital work solutions;Business Software & Services;04/2022
C1317;INNOROV;Advanced Manufacturing & Industry;04/2022
C1318;Saptun l'ERP du futur;Business Software & Services;04/2022
C1319;Basket of art;Marketplace;04/2022
C1320;AB AUDIT;Business Software & Services;04/2022
C1321;Flouse;Fintech;04/2022
C1322;CG-Box;Business Software & Services;04/2022
C1323;Kasero;FoodTech & New Food;04/2022
C1324;Oostoora;Advanced Manufacturing & Industry;04/2022
C1325;E-commerce Tunsia beauty;Marketplace;04/2022
C1326;All Tounsi;Marketplace;04/2022
C1327;Parkey;Mobility;04/2022
C1328;GOtrial;Consumer Products & Services;04/2022
C1329;VARWARE;Health tech & wellbeing;04/2022
C1330;Legaltech;Fintech;04/2022
C1331;Palmotek;Agritech;05/2022
C1332;AUZY;HealthTech & wellbeing;05/2022
C1333;FINWEDGE MEA;Fintech;05/2022
C1334;Soledu;EdTech;05/2022
C1335;Beenomi;Real Estate Tech;05/2022
C1336;MONSAPO;Environment/Energie;05/2022
C1337;Irbe7;EdTech;05/2022
C1338;EquiBooster;Plateforme Sociale;05/2022
C1339;Auto Sans Risque;Consumer products and services;05/2022
C1340;Fluoink Nanotechnologies;Advanced Manufacturing & Industry;05/2022
C1341;Bakourat;Agritech;05/2022
C1342;Njano;Business Software & Services;05/2022
C1343;womia;HealthTech & wellbeing;05/2022
C1344;Vectors;Business Software & Services;05/2022
C1345;Staffiny;Business Software & Services;05/2022
C1346;Olivier Zone;Agritech;05/2022
C1347;LEDISON;Advanced Manufacturing & Industry;05/2022
C1348;rdv B;Consumer products and services;05/2022
C1349;Le Lemon Tour;TravelTech;05/2022
C1350;minwin;HealthTech & wellbeing;05/2022
C1351;TUNISIA BAITS;Agritech;05/2022
C1352;Hayvan World;HealthTech & wellbeing;05/2022
C1353;Développement d'un biomédicament anti-obésité;HealthTech & wellbeing;05/2022
C1354;SimExperience;Advanced Manufacturing & Industry;05/2022
C1355;We Talk Food;Creative industry;05/2022
C1356;Verdeline;Commerce and shopping;05/2022
C1357;DR.WELL;HealthTech & wellbeing;05/2022
C1358;KARIA;Consumer products and services;05/2022
C1359;ABC FORMATION;EdTech;05/2022
C1360;Kardily;Fintech;05/2022
C1361;LearnySlide;Business Software & Services;05/2022
C1362;BOXI;Creative industry;05/2022
C1363;Digital Deals Group;Commerce and shopping;05/2022
C1364;B2fine;Commerce and shopping;05/2022
C1365;Adeekt;Creative industry;05/2022
C1366;KTEB;Commerce and shopping;05/2022
C1367;Carthago3D;Advanced Manufacturing & Industry;05/2022
C1368;New Life Babies;Consumer products and services;05/2022
C1369;Hawkar;Mobility;05/2022
C1370;Rooly s;Mobility;05/2022
C1371;REVAMPR INTELLIGENCE;Creative industry;05/2022
C1372;IYSSAL AMENA;Business Software & Services;05/2022
C1373;Sophia software solutions;FoodTech & New Food;05/2022
C1374;STE MRAMMA TN;Proptech;05/2022
C1375;3M GLOBAL OPERATIONS ASSOCIATES;Business Software & Services;05/2022
C1376;Sté WEBCOMING;Plateforme Sociale;05/2022
C1377;Cytekia;CyberSecurity;06/2022
C1378;ERWINI;Agritech;06/2022
C1379;DIGMACO;Business Software & Services;06/2022
C1380;Lisssen;Creative industry;06/2022
C1381;Comporoll;Environment/Energie;06/2022
C1382;Abneam;Commerce Shopping;06/2022
C1383;Bakoo;Social Business;06/2022
C1384;LASERSEVEN;Advanced Manufacturing & Industry;06/2022
C1385;E-Tafakna;Legal Tech;06/2022
C1386;khallasli;Fintech;06/2022
C1387;BIGDATIS;Real Estate Tech;06/2022
C1388;WiseVision;Business Software and services;06/2022
C1389;CargoWeen;Business Software and service;06/2022
C1390;Docinov;HealthTech;06/2022
C1391;HUBS TRAVEL;TravelTech;06/2022
C1392;Sougui;Commerce and shopping;06/2022
C1393;TuniBionics;HealthTech;06/2022
C1394;IrriApp;Agritech;06/2022
C1395;IGIDER;CyberSecurity;06/2022
C1396;DEFOULI;TravelTech;06/2022
C1397;hormiga;Ad Tech and Creative Tech;06/2022
C1398;MAHLENI;Business Software and services;06/2022
C1399;chachia;Commerce and shopping;06/2022
C1400;Ingenious labs;Business Software and services;06/2022
C1401;WeaveLines;Business Software and services;06/2022
C1402;STE EDEN ENGINEERING;Advanced Manufacturing & Robotics;06/2022
C1403;Ostedhy;EdTech;06/2022
C1404;tawalancer;Business Software and services;06/2022
C1405;weerise;Business Software and services;06/2022
C1406;gifty.tn;Commerce and shopping;06/2022
C1407;DigiQuorum;Business Software and services;06/2022
C1408;Zhezi;Commerce and shopping;06/2022
C1409;eHealthBridge;HealthTech;06/2022
C1410;WANIS;HealthTech;06/2022
C1411;Bjomla;Commerce and shopping;06/2022
C1412;Courskamp;EdTech;06/2022
C1413;Gros.tn;Commerce and shopping;06/2022
C1414;Skill ZONE;EdTech;06/2022
C1415;Khelel.tn;Commerce and shopping;06/2022
C1416;Collaborative smartools;Fintech;06/2022
C1417;Saptun Solution;Business Software & Services;06/2022
C1418;CONTROL-MED;AgriTech;06/2022
C1419;Pet Pals;Creative industry;07/2022
C1420;Contratou;Business Software & Services;07/2022
C1421;Vintage Bae Studio;Commerce & Shopping;07/2022
C1422;Swieq;Ad Tech and Creative Tech;07/2022
C1423;INTERMISSA VENOM;Wellness;07/2022
C1424;TripAware;TravelTech;07/2022
C1425;SMARTY;EdTech;07/2022
C1426;Shopy Science;Business Software & Services;07/2022
C1427;VENARI SECURITY TUN...;CyberSecurity;07/2022
C1428;Tabaani;TravelTech;07/2022
C1429;O2W;Business Software & Services;07/2022
C1430;Energy expert team c...;Environment/Energie;07/2022
C1431;International Highwa...;EdTech;07/2022
C1432;eDATA;Business Software & Services;07/2022
C1433;Pozitron;Mobility;07/2022
C1434;IZAGRI;Agritech;07/2022
C1435;TAOO;Fintech;07/2022
C1436;AquaNergy;Environment/Energie;07/2022
C1437;Power solution;Environment/Energie;07/2022
C1438;FinConnect Financial...;Fintech;07/2022
C1439;Taw Taw Delivery;Mobility;07/2022
C1440;Nero;Agritech;07/2022
C1441;Projet BoGo;Communication services;07/2022
C1442;Projet de production...;Environment/Energie;07/2022
C1443;AERO CCF;Social Business;07/2022
C1444;ireveal;Communication services;07/2022
C1445;DENGRY619;Commerce and shopping;07/2022
C1446;3annn;Ad Tech and Creative Tech;07/2022
C1447;PUBAG;Communication services;07/2022
C1448;KADRA NOVA BIOTECOIN;Environment/Energie;07/2022
C1449;Get UP;Mobility;07/2022
C1450;Never Lost;Mobility;07/2022
C1451;SD Innovation;EdTech;07/2022
C1452;Golden Hour;Ad Tech and Creative Tech;07/2022
C1453;Tnker;Consumer products and services;07/2022
C1454;Pas Comme Eux Entert...;Communication services;07/2022
C1455;Atlas Mobility Platf...;Mobility;07/2022
C1456;Valideeny;Business Software & Services;07/2022
C1457;BMS TECHNOLOGY;FoodTech & New Food;07/2022
C1458;POLYPATH HEALTH COMPANY;Health care;07/2022
C1459;Tryppy Light;Creative industry;07/2022
C1460;SmarDac;Environment/Energie;08/2022
C1461;Miam!;Business Software & Services;08/2022
C1462;HEROI;Ad Tech and Creative Tech;08/2022
C1463;Slidzo;FoodTech & New Food;08/2022
C1464;The Vastlight Platform;Business Software & Services;08/2022
C1465;Rivezli.tn;EdTech;08/2022
C1466;Elevage des abeilles pour la collecte de leurs venins pour des fins cosmétiques et thérapeutiques;HealthTech;08/2022
C1467;Moovin360;Communication services;08/2022
C1468;Waf Waf House;Consumer products and services;08/2022
C1469;Thnity;Mobility;08/2022
C1470;CapsaFood;Mobility;08/2022
C1471;cell pulse;HealthTech;08/2022
C1472;Innovega;Agritech;08/2022
C1473;Tabachir Games;EdTech;08/2022
C1474;Caminova;HealthTech;08/2022
C1475;Meeda la table connectée destinée à votre usage intérieur et extérieur.;Consumer products and services;08/2022
C1476;WiseBoard;Fintech;08/2022
C1477;Mraabila;Social Business;08/2022
C1478;Boosty/Almoshtari;Social Business;08/2022
C1479;Axifraud;Business Software and services;08/2022
C1480;Hadooc;Business Software and services;08/2022
C1481;MSS CONSULTING;Business Software and services;08/2022
C1482;Pure Juice;FoodTech & New Food;08/2022
C1483;DocShipper;Consumer products and services;08/2022
C1484;Matmour;Agritech;08/2022
C1485;Meal_is_ Deal;Wellness;08/2022
C1486;Edutech;Ad Tech and Creative Tech;08/2022
C1487;Popeye's;FoodTech & New Food;08/2022
C1488;SANAATY-T;Consumer products and services;08/2022
C1489;Go Switch Home;TravelTech;08/2022
C1490;Dream for fun;Business Software and services;08/2022
C1491;Muziget;Consumer products and services;08/2022
C1492;A.M.I.S.;HealthTech;08/2022
C1493;AQDHILI;Mobility;08/2022
C1494;Finconnect Financial Solutions;FinTech;08/2022
C1495;LINKERS IT;Social Business;08/2022
C1496;CLICK TO KNOW;EdTech;08/2022
C1497;NJANOO;Business Software & Services;08/2022
C1498;AROTEQ;Consumer Product & Services;09/2022
C1499;Super Senses;Business Software & Services;09/2022
C1500;Teligencia.io;CyberSecurity;09/2022
C1501;Pedalo;Business Software & Services;09/2022
C1502;DSAP (Data System Analysis Platform);Ad Tech and Creative Tech;09/2022
C1503;Lissene-نﺎﺳﻟ;EdTech;09/2022
C1504;QUANTA TN;Business Software & Services;09/2022
C1505;Screenflex;Ad Tech and Creative Tech;09/2022
C1506;El Fallega;TravelTech;09/2022
C1507;dyno;FinTech;09/2022
C1508;Storycraft;Ad Tech and Creative Tech;09/2022
C1509;Oceanus;Environment;09/2022
C1510;Kayotica;Ad Tech and Creative Tech;09/2022
C1511;Bitaqa.tn;Business Software and services;09/2022
C1512;CHLORIS Flowers;Consumer products and services;09/2022
C1513;Sefer;Mobility;09/2022
C1514;AZRO EVENTS;TravelTech;09/2022
C1515;DABy Go;Fintech;09/2022
C1516;DATUM;Ad Tech and Creative Tech;09/2022
C1517;karhebti / sociéte :CHIRON;Consumer products and services;09/2022
C1518;ABBK Physicsworks;Ad Tech and Creative Tech;09/2022
C1519;Viore digital;Business Software and services;09/2022
C1520;Sellkit;Commerce and shopping;09/2022
C1521;Home Decor AR;Consumer products and services;09/2022
C1522;Noir Ou Blanc;Ad Tech and Creative Tech;09/2022
C1523;Opus;Business Software and services;09/2022
C1524;PINUS;Agritech;09/2022
C1525;HealthyGO;FoodTech & New Food;09/2022
C1526;Flyss;Fintech;09/2022
C1527;STEMA-Do;EdTech;09/2022
C1528;taxi commande;Mobility;09/2022
C1529;DentistUP;HealthTech;09/2022
C1530;Tijara Lab;Communication services;09/2022
C1531;Caduceus Company;Business Software and services;09/2022
C1532;Cabello;Commerce and shopping;09/2022
C1533;Easy Bank;Fintech;09/2022
C1534;Poc Store;Commerce and shopping;09/2022
C1535;SOCIETE INFOSQUARE TUNISIE;Business Software and services;09/2022
C1536;Si-Gounda;Fintech;09/2022
C1537;STE Vivia Clinical Network;HealthTech & wellbeing;09/2022
C1538;Offensylab;CyberSecurity;09/2022
C1539;moovin 360;Services de communication;09/2022
C1540;Mini Jobi;Business Software & Services;09/2022
C1541;KWIK;Commerce & Shopping;10/2022
C1542;Brandee;Business Software & Services;10/2022
C1543;Quenzi;Consumer Product & Services;10/2022
C1544;STE Birdhouce;Consumer Product & Services;10/2022
C1545;Queney Tunisie;Business Software & Services;10/2022
C1546;Watto;Fintech;10/2022
C1547;ContyFind;Business Software & Services;10/2022
C1548;DIGITAL CITY INNOVATION;Social Business;10/2022
C1549;KARMA;Business Software & Services;10/2022
C1550;X-Mall;Commerce & Shopping;10/2022
C1551;MRC SURVEY;Business Software & Services;10/2022
C1552;"Color and Natural Extracts ""C-Nexts""";FoodTech & New Food;10/2022
C1553;Coloc'Qui;PropTech;10/2022
C1554;First Master Class;EdTech;10/2022
C1555;chilift;Wellness;10/2022
C1556;BIOTOPE / SmartEcolo;Environment;10/2022
C1557;EUROMAGHREB BUSINESS CENTER;Business Software & Services;10/2022
C1558;SK Tech;Fintech;10/2022
C1559;YILDIZ BUSINESS TRAVEL;TravelTech;10/2022
C1560;Open Mind Academy;Communication Services;10/2022
C1561;Dailymaps;Ad Tech and Creative Tech;10/2022
C1562;Ia4Med;HealthTech;10/2022
C1563;Ukla;Consumer products and services;10/2022
C1564;NovEV;Mobility;10/2022
C1565;Prime Profs;EdTech;10/2022
C1566;DRESTEK ( Destination Revenue Strategy Technologies);TravelTech;10/2022
C1567;Rendez-vous RDV;Social Business;10/2022
C1568;Digex;Commerce & Shopping;10/2022
C1569;Upmarket;Communication services;10/2022
C1570;KANTARA;Business Software & Services;10/2022
C1571;ﺔﺑرﺟﺗﻟا شﯾﻋ / Ich Tajerba;EdTech;10/2022
C1572;Shipper Network;Commerce & Shopping;10/2022
C1573;AMIGO;Mobility;10/2022
C1574;Vectors Software;Business Software & Services;10/2022
C1575;Wise Board;Fintech;10/2022
C1576;Meeda Inc;Consumer Product & Services;10/2022
C1577;Foodoo Nutrition;FoodTech & New Food;11/2022
C1578;AMAL XR;HealthTech;11/2022
C1579;Shape;EdTech;11/2022
C1580;Elokencia;Services de communication;11/2022
C1581;Mon Ingénieur Express;Business Software & Services;11/2022
C1582;Rendez vous;Consumer products and services;11/2022
C1583;DeepAI;Ad Tech and Creative Tech;11/2022
C1584;YARI;HealthTech;11/2022
C1585;FeedIn;AgriTech;11/2022
C1586;Firma Solutions;AgriTech;11/2022
C1587;Planet Dev;Social Business;11/2022
C1588;OTOSPEX;Business Software and services;11/2022
C1589;ID grouping&connect;HealthTech;11/2022
C1590;PRO'FIT;Consumer products and services;11/2022
C1591;Dentallx;HealthTech;11/2022
C1592;EPI GreenVision;Environment;11/2022
C1593;Plateformance;Business Software and services;11/2022
C1594;FTM;Ad Tech and Creative Tech;11/2022
C1595;MIZZA;Business Software and services;11/2022
C1596;Stardust.tn;Commerce and shopping;11/2022
C1597;Smart Factory;Advanced Manufacturing & Robotics;11/2022
C1598;tracetech;Advanced Manufacturing & Robotics;11/2022
C1599;ANZAR;Real Estate Tech;11/2022
C1600;wecoloc;Real Estate Tech;11/2022
C1601;Livmo;TravelTech;11/2022
C1602;Paymoi;Business Software and services;11/2022
C1603;Education à l'entrepreneuriat pour les adolescents;EdTech;11/2022
C1604;Nēo;FinTech;11/2022
C1605;Lendi;FinTech;11/2022
C1606;D-carte solutions;Business Software & Services;11/2022
C1607;Ste BITAQA TN;Business Software & Services;11/2022
C1608;Wisevision Artificial Intelligence Technologies;Business Software & Services;11/2022
C1609;ITOps Bridge;Business Software & Services;11/2022
C1610;SOUGUI E-SHOP;Commerce and shopping;11/2022
C1611;Denarius Payment Services;FinTech;11/2022
C1612;Deltabionic;Advanced Manufacturing & Robotics;11/2022
C1613;STE OCEANUSTART;Environment;11/2022
C1614;Dyxis;Business Software & Services;12/2022
C1615;Petsigo;HealthTech;12/2022
C1616;LIPONOV;HealthTech;12/2022
C1617;Asterkid;Business Software & Services;12/2022
C1618;KADRA NOVA - KN نﺋﺎﻛ;Environment/Energie;12/2022
C1619;Jemolio;Consumer Product & Services;12/2022
C1620;Yoteqi;Social Business;12/2022
C1621;Taskflow;Mobility;12/2022
C1622;Papi'Pets;FoodTech & New Food;12/2022
C1623;SunAir Fountain® : Générateur d’eau de boisson atmosphérique par le solaire;Environment;12/2022
C1624;Tennex Tunisie;Business Software & Services;12/2022
C1625;WeMiam HappyTeams;EdTech;12/2022
C1626;Cava.tn;Commerce and shopping;12/2022
C1627;FastCharging;Mobility;12/2022
C1628;SamRise;Business Software & Services;12/2022
C1629;OREADZ;Consumer products and services;12/2022
C1630;Laboratoire HYGIE;HealthTech;12/2022
C1631;Culinary;FoodTech & New Food;12/2022
C1632;Fabriquer les produits électroniques;Consumer products and services;12/2022
C1633;Aram Clinic;HealthTech;12/2022
C1634;AsOne4Health;HealthTech;12/2022
C1635;Canadin;Business Software & Services;12/2022
C1636;Achref Bejaoui;Advanced Manufacturing & Robotics;12/2022
C1637;TGL - The German Lab;EdTech;12/2022
C1638;MTM SOLUTIONS;Business Software & Services;12/2022
C1639;Siraj'Tech;Environment;12/2022
C1640;Chfamma Ftour;FoodTech & New Food;12/2022
C1641;Marsix;Consumer products and services;12/2022
C1642;TerraÏne;FoodTech & New Food;12/2022
C1643;Baktrain Solutions;Agritech;12/2022
C1644;Taw Taw Group;Mobility;12/2022
C1645;DOTS TECHNOLOGY;Consumer products and services;12/2022
C1646;Karma solution;Business Software & Services;12/2022
C1647;EDATA WAREHOUSE;Business Software & Services;12/2022
C1648;Feed In Green;Agritech;12/2022
C1649;Dooda;FoodTech & New Food;01/2023
C1650;Crop's Talk;Agritech;01/2023
C1651;IASOTWIN;HealthTech;01/2023
C1652;Smart For Green: Farm and Forest Fire Protection;Agritech;01/2023
C1653;DigiMove;EdTech;01/2023
C1654;Boky;TravelTech;01/2023
C1655;Train Your Mind;HealthTech;01/2023
C1656;Mouqawel;Business Software & Services;01/2023
C1657;Link Park;Business Software & Services;01/2023
C1658;URBAN DANCE;Wellness;01/2023
C1659;Hbibty Market;FoodTech & New Food;01/2023
C1660;BusinessChat;Business Software & Services;01/2023
C1661;YASLINE ENGINEERING;Business Software & Services;01/2023
C1662;LIGHTRESA;TravelTech;01/2023
C1663;KLAP;Ad Tech and Creative Tech;01/2023
C1664;AGROVAL PLUS;EdTech;01/2023
C1665;Watar cover;Advanced Manufacturing & Robotics;01/2023
C1666;Le dépanneur;Consumer Product & Services;01/2023
C1667;COLISPO;TravelTech;01/2023
C1668;Modèle SHE;Wellness;01/2023
C1669;clik2read/MIP Livrel;EdTech;01/2023
C1670;fulfillmentbridge;Business Software & Services;01/2023
C1671;Machind Fitness;Consumer Product & Services;01/2023
C1672;IZ AGRI;Agritech;01/2023
C1673;Dyno & Motiva Systems;Fintech;01/2023
C1674;Thnity Maas;Mobility;01/2023
C1675;OPKODERLABS;Mobility;01/2023
C1676;YARI PROJECT;HealthTech;01/2023
C1677;WHEELZ;Mobility;01/2023
C1678;XTENDPLEX S A R L;Ahmed Ben Hamouda Hassan Cheriha;01/2023
C1679;Linkivia;HealthTech;02/2023
C1680;Replic-A;Business Soware and services;02/2023
C1681;Tunisian Campers;Wellness;02/2023
C1682;Tsiwrat Stock;Ad Tech and Creave Tech;02/2023
C1683;Advantry X;Advanced Manufacturing & Robocs;02/2023
C1684;KOM YA;Commerce and shopping;02/2023
C1685;My Brain;HealthTech;02/2023
C1686;TOF: Tyres On Fire;Ad Tech and Creave Tech;02/2023
C1687;cercina.ai;Ad Tech and Creave Tech;02/2023
C1688;Grün Skincare;Wellness;02/2023
C1689;Xpro;Agritech;02/2023
C1690;Giy.tn;Commerce and shopping;02/2023
C1691;Ziwziw Family Friend ﺔﻠﺋﺎﻌﻟا ﻖﻳﺪﺻ ﻮزﻮز;EdTech;02/2023
C1692;COADIS;Advanced Manufacturing & Robocs;02/2023
C1693;Thiqab;Business Soware and services;02/2023
C1694;Cerf.tn;Ad Tech and Creave Tech;02/2023
C1695;ITEM TUNISIA;Advanced Manufacturing & Robocs;02/2023
C1696;Addval Soluons;Business Soware and services;02/2023
C1697;Ukka;Ad Tech and Creave Tech;02/2023
C1698;Arfis;Commerce and shopping;02/2023
C1699;Afar tunisie;Commerce and shopping;02/2023
C1700;Moneymakr;EdTech;02/2023
C1701;NER;Real Estate Tech;02/2023
C1702;NEWAY Soluons;Business Soware and services;02/2023
C1703;booky;EdTech;02/2023
C1704;Tunisie Colis;Business Soware and services;02/2023
C1705;EyTecFarm;Agritech;02/2023
C1706;Voltat Technologies;Mobility;02/2023
C1707;SOCIETE SAGUEDNI;Mobility;02/2023
C1708;BLUEPSOL;Environment;02/2023
C1709;SOCIETE INNOVEGA;Agritech;02/2023
C1710;Workly Hub;Business Soware and Services;02/2023
C1711;BEE SPRING;Wellness;02/2023
C1712;Avempace SARL;Haythem Boughzala Abdelhamid Kerkeni;02/2023
C1713;OSTELFLOW;TravelTech;03/2023
C1714;Tunarco;Advanced Manufacturing & Industry;03/2023
C1715;Gloristory;Ad Tech and Creative Tech;03/2023
C1716;CIVILAB;Ad Tech and Creative Tech;03/2023
C1717;DLSgaming;EdTech;03/2023
C1718;Detavoon;HealthTech;03/2023
C1719;Laboratoire SCI;Wellness;03/2023
C1720;Contigo Booking Events;Consumer Product & Services;03/2023
C1721;Innovation production Services;Advanced Manufacturing & Industry;03/2023
C1722;ARRIMA-AGRITECH;Agritech;03/2023
C1723;Probe.tn;HealthTech;03/2023
C1724;MIGsens;Environment;03/2023
C1725;iTrend;Business Software and services;03/2023
C1726;RAF TELCOS;Fintech;03/2023
C1727;Digify;EdTech;03/2023
C1728;Green foods traiteur vegan;Consumer products and services;03/2023
C1729;Bridella;Commerce and shopping;03/2023
C1730;Curve & Smiles;HealthTech;03/2023
C1731;DEKORTIK PLUS;Real Estate Tech;03/2023
C1732;HIVE;Business Software and services;03/2023
C1733;Studenty;EdTech;03/2023
C1734;DourbIA;TravelTech;03/2023
C1735;CourZelo;EdTech;03/2023
C1736;ASTlab (Art, Science and Technology Lab);Ad Tech and Creative Tech;03/2023
C1737;Parkito;Fintech;03/2023
C1738;Loesa ( ةزﯾوﻟ );Commerce and shopping;03/2023
C1739;ImproBrain;HealthTech;03/2023
C1740;Smart Maintenance & Control;Ad Tech and Creative Tech;03/2023
C1741;InstaLink;Advanced Manufacturing & Robotics;03/2023
C1742;Ai Cv Lab;Ad Tech and Creative Tech;03/2023
C1743;SOK'ARI;HealthTech;03/2023
C1744;Doulicha;TravelTech;03/2023
C1745;Zarty;Commerce and shopping;03/2023
C1746;SPADES;Business Software and services;03/2023
C1747;Imova;Real Estate Tech;03/2023
C1748;Digitalimmo;Real Estate Tech;03/2023
